#   r_nom       meanr       meanlogr       xip          xim         xip_pm       xim_im     sigma_xip      npairs       weight    npairs_weighted
  3.8301e-01   3.8304e-01  -9.5963e-01   5.1235e-04  -3.3692e-04  -1.2635e-04   2.0833e-04   4.6648e-04   9.4626e+04   8.0004e+06   5.5296e+04
  3.9127e-01   3.9130e-01  -9.3831e-01   3.1344e-04  -3.1452e-04   5.1262e-04   1.6353e-04   6.0090e-04   1.6442e+05   2.0077e+07   1.3638e+05
  3.9970e-01   3.9973e-01  -9.1698e-01  -1.1038e-04  -3.2626e-04  -6.6743e-05  -5.7688e-05   5.8831e-04   1.7157e+05   2.0945e+07   1.4212e+05
  4.0831e-01   4.0835e-01  -8.9564e-01   1.5666e-04  -3.1627e-04  -2.4490e-04   2.6453e-04   5.7672e-04   1.7852e+05   2.1792e+07   1.4801e+05
  4.1711e-01   4.1716e-01  -8.7432e-01  -3.8960e-04   5.0760e-05  -1.7673e-04  -2.7505e-04   5.6568e-04   1.8563e+05   2.2635e+07   1.5394e+05
  4.2610e-01   4.2613e-01  -8.5303e-01   3.2469e-04  -4.2941e-04   4.9686e-05   3.5707e-04   5.5248e-04   1.9425e+05   2.3721e+07   1.6113e+05
  4.3529e-01   4.3534e-01  -8.3167e-01   6.3914e-05   9.7367e-05   2.1319e-04   5.3945e-04   5.4267e-04   2.0179e+05   2.4633e+07   1.6714e+05
  4.4467e-01   4.4471e-01  -8.1036e-01   4.5510e-05   9.7732e-05  -7.2843e-05  -2.9511e-04   5.3103e-04   2.1041e+05   2.5686e+07   1.7452e+05
  4.5425e-01   4.5429e-01  -7.8903e-01   7.5882e-05   4.9449e-05  -5.2427e-04  -4.5544e-04   5.2080e-04   2.1966e+05   2.6741e+07   1.8177e+05
  4.6404e-01   4.6409e-01  -7.6771e-01   1.5634e-04  -1.1358e-04   4.3829e-04   1.2899e-04   5.0998e-04   2.2891e+05   2.7872e+07   1.8948e+05
  4.7404e-01   4.7409e-01  -7.4638e-01   4.3152e-04  -2.5612e-04   1.2627e-04  -1.2604e-05   4.9976e-04   2.3814e+05   2.9013e+07   1.9708e+05
  4.8426e-01   4.8430e-01  -7.2507e-01   4.4061e-04  -2.1894e-04  -8.3127e-05  -2.3184e-05   4.8985e-04   2.4808e+05   3.0207e+07   2.0538e+05
  4.9470e-01   4.9474e-01  -7.0374e-01   1.7726e-04  -6.4339e-05   1.0751e-04  -2.3695e-04   4.7838e-04   2.6021e+05   3.1670e+07   2.1546e+05
  5.0536e-01   5.0540e-01  -6.8242e-01   3.1472e-04  -2.3578e-05  -2.8979e-04  -5.1015e-06   4.6795e-04   2.7213e+05   3.3121e+07   2.2570e+05
  5.1625e-01   5.1632e-01  -6.6106e-01  -1.1456e-04  -4.2242e-04   7.1208e-05  -1.7578e-04   4.5904e-04   2.8265e+05   3.4419e+07   2.3403e+05
  5.2738e-01   5.2743e-01  -6.3976e-01  -1.2639e-04  -1.3664e-04  -2.7454e-04  -1.3114e-04   4.4981e-04   2.9404e+05   3.5821e+07   2.4345e+05
  5.3874e-01   5.3878e-01  -6.1846e-01  -1.7496e-04   2.2182e-04  -1.1649e-04  -1.1934e-04   4.4031e-04   3.0680e+05   3.7394e+07   2.5429e+05
  5.5035e-01   5.5039e-01  -5.9714e-01   1.0854e-04  -2.0957e-04   6.4379e-05   1.5482e-04   4.3138e-04   3.1980e+05   3.8927e+07   2.6460e+05
  5.6222e-01   5.6227e-01  -5.7579e-01  -1.3370e-05  -3.6473e-04   1.1138e-04   2.2618e-05   4.2203e-04   3.3421e+05   4.0661e+07   2.7658e+05
  5.7433e-01   5.7438e-01  -5.5449e-01   1.6624e-04  -1.5457e-04  -8.1969e-05   1.9039e-04   4.1383e-04   3.4823e+05   4.2365e+07   2.8831e+05
  5.8671e-01   5.8676e-01  -5.3316e-01  -2.2111e-05  -2.6869e-05   1.6024e-04  -1.7158e-04   4.0567e-04   3.6286e+05   4.4091e+07   2.9981e+05
  5.9936e-01   5.9940e-01  -5.1184e-01   2.1416e-06   7.6671e-05  -1.4771e-04   4.2955e-04   3.9752e-04   3.7843e+05   4.5939e+07   3.1283e+05
  6.1227e-01   6.1233e-01  -4.9051e-01  -2.5034e-04   2.0098e-04   6.4793e-05   2.5218e-04   3.8887e-04   3.9442e+05   4.7952e+07   3.2630e+05
  6.2547e-01   6.2554e-01  -4.6916e-01  -6.8267e-05   1.5569e-04   5.3550e-05  -2.1149e-05   3.8047e-04   4.1147e+05   5.0059e+07   3.4085e+05
  6.3895e-01   6.3901e-01  -4.4786e-01   3.1295e-04  -2.3113e-04   6.2714e-05   2.7396e-04   3.7327e-04   4.2816e+05   5.2014e+07   3.5432e+05
  6.5272e-01   6.5278e-01  -4.2653e-01  -1.2343e-04   1.2088e-04  -1.4569e-04   7.5392e-05   3.6485e-04   4.4779e+05   5.4514e+07   3.7103e+05
  6.6679e-01   6.6685e-01  -4.0520e-01   2.1077e-04   1.5713e-04   2.7712e-04   3.4730e-04   3.5767e-04   4.6648e+05   5.6661e+07   3.8570e+05
  6.8116e-01   6.8122e-01  -3.8389e-01   1.8264e-04   6.4675e-05  -2.5499e-05  -1.0729e-05   3.5020e-04   4.8604e+05   5.9088e+07   4.0206e+05
  6.9584e-01   6.9590e-01  -3.6257e-01   1.0100e-04  -2.3662e-04  -6.2772e-05   3.8744e-05   3.4341e-04   5.0684e+05   6.1478e+07   4.1890e+05
  7.1083e-01   7.1090e-01  -3.4124e-01  -1.3714e-04   1.3851e-04   5.0979e-05   7.3434e-05   3.3604e-04   5.2770e+05   6.4182e+07   4.3687e+05
  7.2615e-01   7.2621e-01  -3.1993e-01  -8.5934e-05  -6.7200e-06  -1.1372e-04  -7.9766e-05   3.2881e-04   5.5147e+05   6.7056e+07   4.5649e+05
  7.4180e-01   7.4186e-01  -2.9861e-01   1.9272e-04  -1.0604e-05   1.7815e-04  -1.6664e-04   3.2231e-04   5.7423e+05   6.9770e+07   4.7496e+05
  7.5779e-01   7.5788e-01  -2.7726e-01   4.1336e-05  -1.1649e-04  -7.7784e-05  -1.4434e-04   3.1556e-04   5.9953e+05   7.2862e+07   4.9559e+05
  7.7412e-01   7.7419e-01  -2.5595e-01   1.1740e-04  -2.3757e-04  -1.9227e-04  -7.2497e-07   3.0937e-04   6.2427e+05   7.5769e+07   5.1612e+05
  7.9081e-01   7.9090e-01  -2.3461e-01   1.9932e-05  -1.4157e-04   3.7703e-06  -9.5154e-05   3.0299e-04   6.5081e+05   7.8956e+07   5.3794e+05
  8.0785e-01   8.0792e-01  -2.1331e-01   4.7402e-08  -8.5306e-06   2.2595e-05  -3.1266e-04   2.9630e-04   6.8039e+05   8.2647e+07   5.6256e+05
  8.2526e-01   8.2535e-01  -1.9197e-01   1.6355e-04  -1.0468e-04  -1.3075e-04  -1.5677e-04   2.9064e-04   7.0689e+05   8.5865e+07   5.8463e+05
  8.4305e-01   8.4314e-01  -1.7065e-01   4.5971e-05   1.1861e-05  -2.6419e-04   2.3545e-04   2.8446e-04   7.3830e+05   8.9606e+07   6.1038e+05
  8.6122e-01   8.6130e-01  -1.4933e-01   1.3389e-04  -1.4791e-04   1.1550e-04  -8.6288e-05   2.7865e-04   7.7032e+05   9.3380e+07   6.3630e+05
  8.7978e-01   8.7986e-01  -1.2801e-01   2.0684e-04   1.9550e-04  -3.5777e-04   4.7069e-05   2.7277e-04   8.0309e+05   9.7484e+07   6.6406e+05
  8.9874e-01   8.9884e-01  -1.0667e-01   3.8545e-04  -2.6834e-04   2.8641e-04  -3.3753e-05   2.6729e-04   8.3742e+05   1.0158e+08   6.9211e+05
  9.1811e-01   9.1819e-01  -8.5371e-02  -5.3859e-05  -3.5025e-04   1.6237e-04  -1.7541e-04   2.6185e-04   8.7230e+05   1.0581e+08   7.2078e+05
  9.3790e-01   9.3797e-01  -6.4053e-02   4.6223e-05   6.5712e-05   4.3770e-06  -3.7292e-04   2.5628e-04   9.0969e+05   1.1043e+08   7.5195e+05
  9.5811e-01   9.5819e-01  -4.2724e-02   7.4285e-06  -4.3131e-05  -2.9949e-05   4.0094e-05   2.5097e-04   9.4941e+05   1.1519e+08   7.8440e+05
  9.7876e-01   9.7884e-01  -2.1401e-02   4.2438e-05  -4.5254e-06  -2.8419e-05   1.4473e-04   2.4586e-04   9.8905e+05   1.2003e+08   8.1760e+05
  9.9985e-01   9.9994e-01  -7.5338e-05   1.1226e-04  -3.6390e-06  -1.7286e-04  -8.9756e-05   2.4064e-04   1.0322e+06   1.2521e+08   8.5380e+05
