#   r_nom       meanr       meanlogr       xip          xim         xip_pm       xim_im     sigma_xip      npairs       weight    npairs_weighted
  3.8301e-01   3.8306e-01  -9.5958e-01  -2.3329e-04   6.1226e-06  -3.2449e-04   6.1391e-04   5.5301e-04   5.6025e+04   5.2985e+06   3.5113e+04
  3.9127e-01   3.9130e-01  -9.3831e-01  -4.2379e-04   8.7570e-05  -3.5784e-04   3.6938e-04   7.2253e-04   9.3427e+04   1.2729e+07   8.3018e+04
  3.9970e-01   3.9973e-01  -9.1697e-01   3.5796e-05   3.2551e-04   1.5664e-05  -2.2299e-04   7.0703e-04   9.7945e+04   1.3303e+07   8.6962e+04
  4.0831e-01   4.0835e-01  -8.9565e-01  -5.6619e-05  -1.1809e-04   2.7555e-04  -1.1038e-04   6.9241e-04   1.0195e+05   1.3866e+07   9.0498e+04
  4.1711e-01   4.1714e-01  -8.7433e-01   5.4958e-04  -3.4818e-05  -2.5317e-04   5.6183e-05   6.7621e-04   1.0700e+05   1.4567e+07   9.5001e+04
  4.2610e-01   4.2614e-01  -8.5299e-01   3.4911e-04  -1.4763e-04  -3.4982e-04  -6.3260e-05   6.6124e-04   1.1146e+05   1.5210e+07   9.9189e+04
  4.3529e-01   4.3533e-01  -8.3166e-01  -7.1573e-05  -2.0564e-04  -4.2886e-06   8.5913e-04   6.4795e-04   1.1654e+05   1.5858e+07   1.0338e+05
  4.4467e-01   4.4470e-01  -8.1037e-01  -6.3327e-04  -2.8556e-04  -1.8304e-04   2.0450e-04   6.3725e-04   1.2055e+05   1.6390e+07   1.0698e+05
  4.5425e-01   4.5429e-01  -7.8903e-01  -7.4781e-05   1.9741e-04  -2.4331e-04   6.5887e-04   6.2392e-04   1.2601e+05   1.7122e+07   1.1175e+05
  4.6404e-01   4.6409e-01  -7.6769e-01   5.1742e-05  -5.1821e-04   3.9247e-04   2.9229e-04   6.0760e-04   1.3193e+05   1.8045e+07   1.1742e+05
  4.7404e-01   4.7409e-01  -7.4638e-01  -3.8215e-06  -3.0673e-05  -6.1269e-04   3.9227e-04   5.9571e-04   1.3762e+05   1.8736e+07   1.2220e+05
  4.8426e-01   4.8432e-01  -7.2504e-01  -1.8319e-04  -2.2978e-04   1.1179e-04  -8.7518e-05   5.8364e-04   1.4332e+05   1.9540e+07   1.2736e+05
  4.9470e-01   4.9474e-01  -7.0373e-01   3.0692e-04   2.8909e-05   3.8456e-04  -1.5620e-04   5.7354e-04   1.4897e+05   2.0269e+07   1.3229e+05
  5.0536e-01   5.0540e-01  -6.8242e-01   2.2177e-04   1.1323e-05   1.4112e-04  -3.3037e-04   5.6105e-04   1.5547e+05   2.1157e+07   1.3820e+05
  5.1625e-01   5.1630e-01  -6.6108e-01   5.5888e-05   6.9836e-05   2.1585e-04   1.9157e-04   5.4956e-04   1.6184e+05   2.2038e+07   1.4374e+05
  5.2738e-01   5.2742e-01  -6.3979e-01  -2.7836e-04  -1.2559e-04   5.6589e-04   6.1196e-05   5.3742e-04   1.6970e+05   2.3050e+07   1.5055e+05
  5.3874e-01   5.3879e-01  -6.1846e-01  -3.0514e-05  -7.5109e-05   3.2257e-04  -2.7371e-05   5.2673e-04   1.7628e+05   2.3998e+07   1.5664e+05
  5.5035e-01   5.5042e-01  -5.9710e-01   2.1303e-04   4.8008e-05  -4.8217e-04   2.1516e-04   5.1621e-04   1.8370e+05   2.4991e+07   1.6321e+05
  5.6222e-01   5.6228e-01  -5.7579e-01   1.1237e-04  -9.7533e-05   3.6374e-04   2.0238e-05   5.0523e-04   1.9178e+05   2.6075e+07   1.7033e+05
  5.7433e-01   5.7438e-01  -5.5448e-01  -5.6012e-05   2.2604e-04  -4.7773e-05  -6.9512e-05   4.9516e-04   2.0003e+05   2.7179e+07   1.7747e+05
  5.8671e-01   5.8674e-01  -5.3319e-01   1.7299e-04   1.8517e-04  -7.1158e-06   5.6488e-05   4.8494e-04   2.0860e+05   2.8310e+07   1.8502e+05
  5.9936e-01   5.9941e-01  -5.1182e-01  -2.1148e-05   3.6107e-04  -4.7719e-05   1.2073e-04   4.7432e-04   2.1766e+05   2.9602e+07   1.9303e+05
