#   r_nom       meanr       meanlogr       xip          xim         xip_pm       xim_im     sigma_xip      npairs       weight    npairs_weighted
  5.0040e-01   5.0040e-01  -6.9235e-01  -7.0637e-04  -6.8778e-04  -1.5933e-04  -5.6470e-04   1.1671e-03   1.0128e+04   1.4080e+06   7.5670e+03
  5.012000000000e-01   5.012000000000e-01  -6.907451785579e-01   6.759711247763e-04  -1.076435802314e-03  -3.662271922175e-04  -6.439736152625e-04   1.616055073319e-03   1.509751519291e+04   2.977200000000e+06   1.587160000000e+04
  5.020000000000e-01   5.020048318858e-01  -6.891451681142e-01   5.457905279598e-04   4.459101073696e-04   1.062462585962e-03   4.167058931383e-04   1.620825792613e-03   1.487978151721e+04   2.960400000000e+06   1.575120000000e+04
  5.028100000000e-01   5.028100000000e-01  -6.875500000000e-01   1.037134408920e-03   7.433641847373e-05  -3.816351398319e-04  -6.214097624645e-04   1.611245943362e-03   1.511268718660e+04   2.996200000000e+06   1.595130000000e+04
  5.036100000000e-01   5.036100000000e-01  -6.859447814264e-01  -8.567821611183e-04   8.679235113698e-04   2.892215142209e-04   1.287811074059e-04   1.613621324847e-03   1.507414163394e+04   2.988200000000e+06   1.592370000000e+04
  5.044200000000e-01   5.044147774625e-01  -6.843552225375e-01  -5.360392274662e-04  -8.110712142484e-04   2.161140172504e-04   2.828253146554e-04   1.603052544367e-03   1.518194483589e+04   3.028100000000e+06   1.606920000000e+04
  5.052200000000e-01   5.052200000000e-01  -6.827600000000e-01  -1.784607994233e-04  -7.576330010689e-05  -5.008076142832e-04  -6.570103671481e-04   1.602999953213e-03   1.516296626653e+04   3.026400000000e+06   1.609160000000e+04
  5.060300000000e-01   5.060352430216e-01  -6.811447569784e-01  -1.899350648181e-04   1.162111551814e-04  -1.625989948180e-04   4.672609150105e-04   1.601761046474e-03   1.533815050780e+04   3.034000000000e+06   1.617140000000e+04
  5.068400000000e-01   5.068448264280e-01  -6.795500000000e-01  -1.155738290595e-03  -1.922642601392e-04  -9.566192725570e-04  -2.947369921179e-05   1.597689531793e-03   1.532006543720e+04   3.046500000000e+06   1.622670000000e+04
  5.076500000000e-01   5.076500000000e-01  -6.779600000000e-01   6.133876798684e-04  -3.556176719225e-04  -5.362589980756e-06   9.253324085915e-05   1.602931077745e-03   1.526594658054e+04   3.031700000000e+06   1.610900000000e+04
  5.084700000000e-01   5.084647857957e-01  -6.763600000000e-01   9.242424841347e-04   2.080170562555e-04  -1.079864847637e-03   1.129276661290e-03   1.605675449772e-03   1.521956323289e+04   3.018400000000e+06   1.605710000000e+04
  5.092800000000e-01   5.092800000000e-01  -6.747552068716e-01   4.525316603978e-04   6.117682444846e-04  -3.340894209765e-04   5.287797464738e-04   1.579672902850e-03   1.564606739727e+04   3.117800000000e+06   1.659000000000e+04
  5.101000000000e-01   5.101000000000e-01  -6.731600000000e-01   3.299335620786e-04  -1.303842238325e-04  -7.304765267457e-06  -1.250253198661e-03   1.597462165436e-03   1.544693736635e+04   3.051800000000e+06   1.625680000000e+04
  5.109100000000e-01   5.109100000000e-01  -6.715600000000e-01   3.811034734350e-04  -1.969324049134e-03  -7.933636303093e-04  -1.177946131543e-03   1.597422138948e-03   1.542269626233e+04   3.048900000000e+06   1.621680000000e+04
  5.117300000000e-01   5.117300000000e-01  -6.699548089143e-01  -6.871349089149e-06  -2.783184069755e-04  -4.078960190933e-04  -3.391083076489e-04   1.594588928219e-03   1.542117245867e+04   3.059900000000e+06   1.631990000000e+04
  5.125500000000e-01   5.125500000000e-01  -6.683600000000e-01  -4.080497766245e-05   1.849741331563e-03   6.462996197109e-04   1.022263562013e-03   1.593206618741e-03   1.559568376186e+04   3.063000000000e+06   1.634020000000e+04
  5.133700000000e-01   5.133700000000e-01  -6.667548202362e-01   5.062197653448e-04  -2.124159904574e-04   1.092106441440e-03   7.921471241455e-04   1.588731525463e-03   1.551407438425e+04   3.079900000000e+06   1.636870000000e+04
