 1.773641830850e-02  1.773641830850e-02  4.420000000000e+02  1.424000000000e+03  1.405000000000e+03  7.300000000000e+02  8.360000000000e+02  1.773641830850e-02  3.930000000000e+02  9.000000000000e+02  1.875000000000e+03  1.161000000000e+03  1.082000000000e+03  1.131935007545e+04  2.050437625322e+04  3.009220573257e+04  1.939678445682e+04  1.911350994352e+04  5.020320569188e+04  6.283603930398e+04  3.842693243038e+04  3.789579878170e+04  1.033971377406e+05  6.332813257559e+04  6.021230792864e+04  4.664404872494e+04  4.356587002770e+04  4.555835239867e+04 
 5.320925492549e-02  5.320925492549e-02  4.460000000000e+02  1.511000000000e+03  1.544000000000e+03  8.890000000000e+02  9.070000000000e+02  5.320925492549e-02  3.820000000000e+02  9.400000000000e+02  2.030000000000e+03  1.246000000000e+03  1.053000000000e+03  2.462350574289e+04  4.380300723001e+04  6.572737620857e+04  4.396289779714e+04  4.588714457501e+04  1.048738124855e+05  1.368249494317e+05  8.563739615040e+04  8.942963322483e+04  2.317323976531e+05  1.467167024499e+05  1.481533629608e+05  1.129820625268e+05  1.102580729594e+05  1.242948066781e+05 
 8.868209154249e-02  8.868209154249e-02  4.580000000000e+02  1.573000000000e+03  1.563000000000e+03  8.770000000000e+02  9.410000000000e+02  8.868209154249e-02  4.230000000000e+02  9.880000000000e+02  2.103000000000e+03  1.205000000000e+03  1.161000000000e+03  2.560587258141e+04  4.517320389391e+04  6.827377419061e+04  4.596217801914e+04  4.790171963499e+04  1.099105358030e+05  1.423268009314e+05  8.880935293220e+04  9.372542991905e+04  2.414184496972e+05  1.519603589894e+05  1.544133053056e+05  1.180470106932e+05  1.146623736936e+05  1.289394363950e+05 
 1.241549281595e-01  1.241549281595e-01  4.540000000000e+02  1.577000000000e+03  1.568000000000e+03  9.120000000000e+02  1.005000000000e+03  1.241549281595e-01  4.420000000000e+02  1.031000000000e+03  2.241000000000e+03  1.352000000000e+03  1.199000000000e+03  2.647343162976e+04  4.717822667891e+04  7.097795856890e+04  4.728877630683e+04  4.990261760277e+04  1.141161844683e+05  1.484068124506e+05  9.323898070677e+04  9.751293242144e+04  2.488848899196e+05  1.580092809040e+05  1.608067023868e+05  1.228197789008e+05  1.201220989327e+05  1.344019269616e+05 
 1.596277647765e-01  1.596277647765e-01  5.090000000000e+02  1.643000000000e+03  1.688000000000e+03  9.240000000000e+02  1.034000000000e+03  1.596277647765e-01  4.290000000000e+02  1.063000000000e+03  2.275000000000e+03  1.426000000000e+03  1.260000000000e+03  2.873132298533e+04  4.934014508645e+04  7.429033346318e+04  4.953378532242e+04  5.259874450791e+04  1.185568150280e+05  1.552497152814e+05  9.739298734393e+04  1.023559836243e+05  2.615796712423e+05  1.653185500004e+05  1.672791372534e+05  1.281707199621e+05  1.252174088617e+05  1.400949738832e+05 
 1.951006013935e-01  1.951006013935e-01  5.000000000000e+02  1.715000000000e+03  1.731000000000e+03  9.790000000000e+02  1.111000000000e+03  1.951006013935e-01  4.400000000000e+02  1.081000000000e+03  2.384000000000e+03  1.437000000000e+03  1.290000000000e+03  2.981978492605e+04  5.169535876902e+04  7.768643756566e+04  5.157583896268e+04  5.446741880617e+04  1.232807636661e+05  1.609647619238e+05  1.013550511554e+05  1.068668651205e+05  2.708783515522e+05  1.731105373660e+05  1.751356027870e+05  1.324504391894e+05  1.300678306707e+05  1.458313161213e+05 
 2.305734380105e-01  2.305734380105e-01  5.540000000000e+02  1.820000000000e+03  1.913000000000e+03  1.020000000000e+03  1.136000000000e+03  2.305734380105e-01  4.650000000000e+02  1.072000000000e+03  2.355000000000e+03  1.518000000000e+03  1.354000000000e+03  3.004987167395e+04  5.393404076739e+04  8.068678498390e+04  5.446970801752e+04  5.721803717559e+04  1.288487806247e+05  1.676519648665e+05  1.055124259133e+05  1.113921848235e+05  2.831292511615e+05  1.800455065602e+05  1.816118141598e+05  1.384801129710e+05  1.351366692852e+05  1.519008879309e+05 
 2.660462746275e-01  2.660462746275e-01  5.490000000000e+02  1.897000000000e+03  1.908000000000e+03  1.062000000000e+03  1.115000000000e+03  2.660462746275e-01  5.260000000000e+02  1.165000000000e+03  2.506000000000e+03  1.541000000000e+03  1.382000000000e+03  3.119237976725e+04  5.609987924791e+04  8.363292027921e+04  5.637812953972e+04  5.933394941238e+04  1.331484085083e+05  1.750000712748e+05  1.098333196365e+05  1.152990793609e+05  2.942760171196e+05  1.871066809453e+05  1.896082231137e+05  1.441294161771e+05  1.401903046047e+05  1.568705953106e+05 
 3.015191112445e-01  3.015191112445e-01  5.710000000000e+02  1.917000000000e+03  1.958000000000e+03  1.120000000000e+03  1.195000000000e+03  3.015191112445e-01  5.290000000000e+02  1.200000000000e+03  2.648000000000e+03  1.598000000000e+03  1.524000000000e+03  3.278326151852e+04  5.783350689122e+04  8.794401145708e+04  5.842981834002e+04  6.137884616878e+04  1.390684358389e+05  1.827275419299e+05  1.150406112227e+05  1.204525016760e+05  3.069647404927e+05  1.951088427763e+05  1.975548968916e+05  1.485408144715e+05  1.463617483411e+05  1.638231640106e+05 
 3.369919478615e-01  3.369919478615e-01  6.550000000000e+02  2.029000000000e+03  2.047000000000e+03  1.158000000000e+03  1.338000000000e+03  3.369919478615e-01  5.350000000000e+02  1.302000000000e+03  2.781000000000e+03  1.652000000000e+03  1.516000000000e+03  3.393159599955e+04  6.029918616589e+04  9.160189371973e+04  6.089615860205e+04  6.447153711726e+04  1.443679758878e+05  1.896543652393e+05  1.202586030165e+05  1.264197758872e+05  3.198521497698e+05  2.030170499399e+05  2.059436242657e+05  1.549341398826e+05  1.522571256775e+05  1.721470708939e+05 
