1 1 2 2 0 1 1 2 2 0 9.191177363e+00
1 1 2 2 0 1 1 2 2 1 -6.813247503e+00
1 1 2 2 0 1 1 2 2 2 9.282074465e-01
1 1 2 2 0 1 1 2 2 3 5.273438162e-01
1 1 2 2 0 1 1 2 2 4 -1.019104031e-01
1 1 2 2 0 1 1 2 2 5 1.776089557e-02
1 1 2 2 0 1 1 2 2 6 -1.420087133e-02
1 1 2 2 0 1 1 2 2 7 -1.059223686e-03
1 1 2 2 0 1 2 2 2 0 1.074934023e-89
1 1 2 2 0 1 2 2 2 1 1.977220500e-89
1 1 2 2 0 1 2 2 2 2 2.085324699e-89
1 1 2 2 0 1 2 2 2 3 -8.625327298e-90
1 1 2 2 0 1 2 2 2 4 -2.950969814e-89
1 1 2 2 0 1 2 2 2 5 -4.382161676e-89
1 1 2 2 0 1 2 2 2 6 -1.658505157e-88
1 1 2 2 0 1 2 2 2 7 -3.041908688e-88
1 1 2 2 0 1 3 2 0 0 6.502661038e-07
1 1 2 2 0 1 3 2 0 1 -3.383926782e-07
1 1 2 2 0 1 3 2 0 2 -2.363076839e-07
1 1 2 2 0 1 3 2 0 3 -1.187588509e-07
1 1 2 2 0 1 3 2 0 4 -7.738398534e-08
1 1 2 2 0 1 3 2 0 5 -3.448327364e-08
1 1 2 2 0 1 3 2 0 6 -9.824608977e-09
1 1 2 2 0 1 3 2 0 7 -1.326419400e-08
1 1 2 2 0 1 4 2 0 0 2.127475593e-06
1 1 2 2 0 1 4 2 0 1 -1.105034724e-06
1 1 2 2 0 1 4 2 0 2 -7.726604717e-07
1 1 2 2 0 1 4 2 0 3 -3.885177842e-07
1 1 2 2 0 1 4 2 0 4 -2.535595315e-07
1 1 2 2 0 1 4 2 0 5 -1.137821954e-07
1 1 2 2 0 1 4 2 0 6 -3.387020851e-08
1 1 2 2 0 1 4 2 0 7 -4.578359223e-08
1 1 2 2 0 1 5 2 0 0 4.904293397e-06
1 1 2 2 0 1 5 2 0 1 -2.550599686e-06
1 1 2 2 0 1 5 2 0 2 -1.807742813e-06
